C1,C2,O,H1,H2,H3,H4,H5,H6
[-2.65487042  1.38980268  1.42368777],[-0.87487843 -1.01298071 -0.43524511],[-1.02204179 -0.19098847 -0.06417753],[ 0.16028627 -0.12422762  0.3098137 ],[ 1.24219666 -1.88141984 -2.38967642],[1.1485201  0.68856569 0.83745189],[1.47421895 0.6334644  0.87433383],[-0.20218002  0.07267602 -0.47002559],[ 0.74283544  0.40819571 -0.05205281]
[ 0.10693335 -0.75365653 -1.04378849],[-0.8330343  -2.15331183 -0.70209765],[-0.98898039 -2.01526259 -0.30990375],[-1.16477384  0.99773651 -0.04634212],[ 0.39853464 -0.48685171 -0.75835437],[1.19917347 0.74023368 1.66020077],[1.04785244 0.62034596 0.93094831],[-0.48592946  1.42607983 -0.28738637],[0.71257643 1.59275363 0.55545082]
[-0.8102246   0.26214071 -0.09757586],[ 1.92750303 -1.911017    0.00797622],[-1.07645157 -1.76771082 -0.25445358],[0.14582054 0.22688922 0.03357931],[ 0.14848161 -0.44711548 -0.07352399],[0.15362057 0.32991128 0.17139971],[-0.06599739  1.06149267  1.20171835],[-1.133266    1.0125465  -0.85955795],[ 0.71324985  1.25449603 -0.07075795]
[-0.50298731 -1.00298823  0.92776572],[-1.10043318 -1.27057086 -0.2320129 ],[ 1.45072937 -0.76682581  0.78026358],[-0.50648392 -0.07498885 -0.43548255],[ 0.74615831 -0.20130019 -0.60698361],[0.47112964 1.52118041 0.4919033 ],[1.31730787 1.1131585  1.02352545],[-1.47555108  0.06933105 -0.85319187],[-0.42325676  0.62261636 -1.12806875]
[0.82017574 0.57483531 0.78290263],[ 1.03237119 -0.44713778  1.52285839],[ 0.14931731 -0.87857381 -0.01776948],[-0.35672738 -0.230416   -1.72311458],[ 0.39296728 -0.27141499 -0.15527847],[-0.11909885  0.63482191  0.45079758],[-0.77606202  0.72340455  0.3297754 ],[-0.50403636 -0.06152432 -1.30204021],[-0.61176892  0.0033533   0.16196803]
[-1.20756073 -1.03682913  2.07420037],[ 0.83185078 -1.95880083 -0.692148  ],[ 0.11126319 -1.12175498  1.3759698 ],[-0.72155276  0.91672837 -1.16976066],[ 0.86453184 -0.65979983 -0.69861267],[0.62576067 0.90465956 0.4380615 ],[0.43158645 0.89027427 0.91922974],[-1.17919907  1.0378895  -1.12146489],[ 0.26604026  1.04133094 -1.13161373]
[-0.38219538 -0.74989581  0.51636308],[-0.92651572 -1.70959241  1.0567158 ],[-1.08708139  0.40443684 -1.04097182],[-0.72877214  1.40579598  0.01629181],[ 0.63733808 -0.3852857  -1.52318103],[ 0.80681078 -0.17527182  0.86375729],[ 0.66951572 -0.07589905  0.1325871 ],[-0.38232704  1.5550832  -0.77730147],[ 1.39263218 -0.28165585  0.79187903]
[-2.48780235 -0.33645014  1.76293435],[-1.29757459 -0.94701616 -0.61087398],[ 1.33153561 -0.78644401  0.47840179],[-0.61357097  0.23310079 -1.05873357],[ 2.89746563 -0.80996743 -0.95798487],[-0.07231284  0.15524897  0.42125671],[0.78791876 1.40747043 0.89324557],[-0.03002825  0.27438132 -0.50385579],[-0.49831646  0.80975297 -0.41719899]
[ 1.0128651  -0.27206065 -1.1822002 ],[-0.06588957 -1.65838443  2.14081372],[ 1.74695148  0.38474756 -1.6903048 ],[ 0.16405248 -0.11034542  0.10992294],[-0.43530023  0.42534392  1.33629009],[-0.73695717  0.19980913 -0.48138885],[-0.12954278  0.36793415 -0.01842873],[ 0.08945662  1.00590111 -0.33144439],[-1.67352835 -0.33249586  0.10462425]
[-0.15726657  0.67614475 -0.23614219],[-1.14511121 -1.05033639  0.80262291],[-1.06528359 -1.75434123  0.67341038],[-0.52610193  0.38996199 -0.51315485],[ 0.67172449 -0.88317802 -0.61007138],[0.52838343 0.09475242 0.80818287],[0.8141834  0.6608917  0.64041169],[-0.08210722  0.64368792 -0.51423901],[ 0.99154287  1.25669758 -1.03079641]
[-1.10662905  0.74091946  0.28279733],[-0.34723552  0.44709969 -0.80500027],[ 0.14824598 -2.11121756  0.92526776],[ 0.80922603 -1.19915214  0.39126881],[-0.05610651  0.1466836  -0.08498344],[ 0.13380135  0.20836559 -0.25836355],[ 0.83199666 -0.37727826  1.10614295],[-0.85550136  0.76690619 -0.65357791],[ 0.39814703  1.4214692  -0.89632886]
[-2.77097749  1.29061771  1.52883408],[-0.74112918 -0.47268101 -0.5882425 ],[-0.74527869 -0.17385341 -0.26246558],[ 0.11298855 -0.0300603   0.32041357],[ 1.30756015 -1.99979758 -2.52827034],[1.198254   0.72715642 0.89075763],[1.32472479 0.59119443 0.86268059],[-0.06658736 -0.20723293 -0.31425185],[0.38154056 0.25619243 0.13070869]
[-0.70883466  0.70533987  0.67167816],[-1.51832944 -2.01331003  0.14844806],[ 0.1196587  -1.25321849  0.76133872],[-0.13806066  0.14517366 -0.19338494],[ 0.96793859 -0.73559528 -0.43731006],[0.27805374 0.41536992 0.03724215],[0.73761302 0.60639037 0.63929765],[-0.62718523  1.22298814 -0.58195376],[ 0.9896388   0.893038   -1.01036778]
[-0.20150877 -1.06785007 -1.39103662],[-0.72039662 -1.7204594  -0.64266053],[-0.89418393 -2.10917253 -0.45964308],[-1.19393938  1.0233666  -0.05978795],[ 0.40156516 -0.44389994 -0.78748004],[1.53555429 0.92742723 2.03950796],[0.89679835 0.5247971  0.84463876],[-0.41345125  1.31956455 -0.22381565],[0.5675112  1.53426853 0.66996124]
[-1.12734205 -1.12866542  2.27677695],[ 0.81426639 -1.9129922  -0.56508159],[ 0.26906686 -1.09532579  1.1841663 ],[-0.91492762  1.07527386 -1.35509878],[ 0.97773663 -0.75482339 -0.79288563],[0.66570098 0.96680201 0.53368857],[0.3784837  0.8322103  0.88480021],[-1.23471388  1.0846447  -1.19399143],[ 0.19813523  0.93355175 -0.99246082]
[-1.16286854 -0.13266195 -0.28358478],[ 1.84765658 -1.85268039  0.14579229],[-0.84242308 -1.54434272 -0.34126072],[-0.03338829  0.38209604 -0.18986097],[ 0.39708431 -0.61463711 -0.28393805],[0.46400324 0.75059184 0.75475176],[-0.09033958  1.00508283  1.15173457],[-1.13124532  1.00324498 -0.8666391 ],[ 0.54630904  1.01316025 -0.02938539]
[-0.48132242 -1.36541395  0.96571832],[-1.29278176 -1.22222667 -0.46070642],[ 1.4540404  -0.71040713  0.60563461],[-0.67199986 -0.05937948 -0.52486529],[ 0.89890716 -0.26761341 -0.70785984],[0.53230238 1.89401087 0.69301038],[1.28246951 1.12881452 1.05330785],[-1.31456782  0.07383204 -0.73522986],[-0.41391091  0.53441363 -0.89950743]
[-0.59747033 -0.88535145  0.88827982],[-0.55854954 -1.81592986  1.36454706],[-0.96555914  0.36013581 -1.12401161],[-0.76379201  1.55660396  0.01002515],[ 0.81415815 -0.41832464 -2.00355819],[ 0.87421683 -0.19045118  0.96320261],[ 0.44148369 -0.08243671 -0.06588929],[-0.42725311  1.67503417 -0.80276028],[ 1.18249715 -0.22751806  0.81021651]
[-2.72169062 -0.52243042  1.88942787],[-1.34549055 -0.57722978 -0.84322576],[ 1.50877938 -0.57183932  0.2174518 ],[-0.69138363  0.22567387 -1.16282786],[ 3.18151891 -0.91132723 -1.04276597],[-0.08547657  0.26137177  0.53194623],[0.72300398 1.3701989  0.84277162],[ 0.02841522  0.23731381 -0.2964651 ],[-0.56944198  0.4903191  -0.1299845 ]
[0.77750564 0.81278504 0.34769646],[ 0.8911855  -0.02126209  1.32365156],[ 0.36303575 -0.60511079 -0.22448833],[-0.10181537 -0.23836073 -1.1361363 ],[ 0.20913614 -0.21494562 -0.21466066],[-0.06489265  0.34858513  0.35612821],[-0.74065618  0.33595269  0.210883  ],[-0.41460961 -0.07328275 -1.04118556],[-0.88686767 -0.33718537  0.42061091]
[-0.98322642  0.42523763  0.75818528],[-0.25314406  0.23089781 -0.70811705],[ 0.1485429  -2.22256183  0.97515765],[ 0.55669905 -0.76035078  0.16159063],[ 0.12497392  0.02150545 -0.28983963],[ 0.12208814  0.19387275 -0.27898969],[ 0.82474834 -0.38283272  1.15359777],[-0.98457312  1.03435849 -0.80415138],[ 0.40001127  1.50394843 -0.93040297]
[-0.65728155  0.46745063  0.10192651],[-1.02237179 -0.75570483  0.51212121],[-1.1442442  -2.05702682  0.69045295],[-0.67389711  0.63943794 -0.72920309],[ 1.06720946 -1.14305023 -0.97814896],[0.72946495 0.26218423 1.09452902],[0.76702352 0.65620256 0.66893678],[-0.0515031   0.52418048 -0.37287511],[ 1.00752858  1.46063521 -0.9846144 ]
[-2.61403898  1.01991011  1.43263997],[-0.5613758   0.10695121 -0.69224553],[-0.40329422 -0.12753356 -0.47550581],[0.06231434 0.07332707 0.30953372],[ 1.21915238 -1.91189573 -2.36627959],[1.14543697 0.71137044 0.84569693],[1.11089244 0.52923173 0.80986216],[ 0.08514017 -0.4912805  -0.15804522],[-0.04527806  0.06820324  0.33580518]
[ 0.66830235 -0.17740651 -0.98811148],[-0.47186326 -1.65516875  1.77279943],[ 1.01885151  0.2966553  -1.6761182 ],[0.15821329 0.01071241 0.13815675],[-0.32102703  0.23758655  0.93898747],[-0.4666302   0.15986578 -0.27692591],[0.29836946 0.21441122 0.39107388],[ 0.08452262  1.15018052 -0.36444044],[-0.98611641 -0.22536093  0.04907773]
[-0.42350329 -1.22066411 -1.62979348],[-0.58897016 -1.20899243 -0.5482367 ],[-0.7510816  -2.11066543 -0.5986025 ],[-1.12541345  0.96660167 -0.05544759],[ 0.37650861 -0.40142423 -0.76364648],[1.71562649 1.02742963 2.24357098],[0.69802938 0.41507759 0.70845163],[-0.30154224  1.15331098 -0.15145178],[0.36848905 1.38694582 0.77462732]
[-1.13828048  0.57166275  0.98248516],[-1.29882273 -1.93076034  0.10742484],[ 0.04639464 -1.55537502  0.84479604],[-0.31301191  0.27060548 -0.37816688],[ 1.47245439 -1.01675821 -0.61468705],[0.39347225 0.64954364 0.218913  ],[0.6271213  0.52569965 0.63967598],[-0.71787144  1.36193092 -0.68647291],[ 1.01848665  1.08043598 -1.0693859 ]
[-1.01898928 -1.13648253  2.37094961],[ 0.77600081 -1.78870457 -0.43931855],[ 0.45064872 -0.99880704  0.91711102],[-1.00346958  1.13472174 -1.43503294],[ 0.99809437 -0.78187438 -0.82376272],[0.67358821 0.97116514 0.56412227],[0.30423816 0.73318519 0.81253857],[-1.25264874  1.09869835 -1.21713934],[ 0.10137572  0.76079708 -0.76842817]
[-0.41203903 -1.59434967  0.99832661],[-1.50377972 -1.10993938 -0.69985723],[ 1.42700836 -0.6103868   0.35139079],[-0.78390394 -0.04857962 -0.57616998],[ 0.96932311 -0.30669739 -0.75719666],[0.56754739 2.11972966 0.81296629],[1.2169296  1.09807365 1.05515828],[-1.09023626  0.06511056 -0.58343333],[-0.37919497  0.39596077 -0.58645226]
[-0.7142214  -0.91111862  1.17949499],[-0.17769951 -1.85231563  1.66639456],[-0.75883034  0.28714281 -1.15334277],[-0.74790631  1.56613325 -0.00454681],[ 0.91229456 -0.41861344 -2.32927514],[ 0.85483463 -0.19543189  0.98412893],[ 0.19292127 -0.08645391 -0.29238056],[-0.45259998  1.73172373 -0.799405  ],[ 0.88482439 -0.14760767  0.76585194]
[ 0.73454027  1.0489787  -0.10434068],[0.69095419 0.45851978 1.06969721],[ 0.54305269 -0.35525557 -0.40815818],[ 0.15968146 -0.24528507 -0.52710222],[ 0.01626381 -0.14848174 -0.27467835],[-0.00900324  0.064833    0.25551021],[-0.67797656 -0.10252935  0.05961822],[-0.29491959 -0.08087924 -0.70847668],[-1.13468334 -0.64253395  0.65492206]
[-2.66296991 -0.76156564  1.83332168],[-1.38005504 -0.16198044 -1.05026886],[ 1.64896263 -0.29618579 -0.08861824],[-0.70878295  0.20203471 -1.16957228],[ 3.1086887  -0.8981375  -1.01995338],[-0.09687566  0.35008397  0.62978917],[0.64038494 1.28278887 0.74972699],[ 0.10714221  0.1909766  -0.07311238],[-0.63106558  0.10860821  0.18343063]
[-1.49141667 -0.54841839 -0.49592006],[ 1.7370638  -1.71633789  0.29858001],[-0.52978254 -1.24503961 -0.45631965],[-0.20220999  0.54117826 -0.42706677],[ 0.62176595 -0.7668131  -0.45936837],[0.78266961 1.1738904  1.3458106 ],[-0.13503653  0.90969925  1.05496251],[-1.09497491  0.95529426 -0.83953878],[0.31163827 0.70250787 0.04042632]
[-0.79623855 -0.01330202  1.25304009],[-0.16992716  0.07949229 -0.60591366],[ 0.18437553 -2.24852826  0.96134105],[ 0.24601905 -0.20416908 -0.10640949],[ 0.30324516 -0.10369743 -0.48560645],[ 0.11396234  0.17699517 -0.28788561],[ 0.78939028 -0.39280114  1.15376618],[-1.07019008  1.2432018  -0.91880287],[ 0.36639731  1.51028025 -0.90650325]
[-0.51907872 -1.19974963 -1.71587424],[-0.44407523 -0.61695691 -0.39874929],[-0.55722496 -2.01694729 -0.72689371],[-0.95902227  0.83672634 -0.03816465],[ 0.3259616  -0.3618111  -0.68692763],[1.70876611 1.01697879 2.22214689],[0.44353252 0.27993277 0.52104388],[-0.1518021   0.93599887 -0.06634977],[0.12645207 1.14161536 0.87204272]
[-2.21927412  0.58987273  1.1681995 ],[-0.31810378  0.69702056 -0.73966023],[-0.02497919 -0.05673696 -0.68337016],[0.00035045 0.18229468 0.28314821],[ 1.00209355 -1.62734155 -1.95178218],[0.98718093 0.66325662 0.72263716],[0.82943021 0.44081774 0.70595352],[ 0.24072994 -0.77586518  0.0079917 ],[-0.5043719  -0.13782127  0.53604524]
[-1.06841442  0.29073093  0.39198493],[-0.87171749 -0.40388752  0.22227868],[-1.18454445 -2.30512595  0.64488653],[-0.79154955  0.84030087 -0.88442148],[ 1.38388331 -1.3479669  -1.27642086],[0.89328037 0.39697181 1.32138784],[0.68501266 0.63108121 0.65905891],[-0.00244614  0.37090228 -0.19820834],[ 0.95923423  1.58660746 -0.87994767]
[-1.46552601  0.42059651  1.23719524],[-1.0705433  -1.76443714  0.0569267 ],[ 0.01118753 -1.76430536  0.86908362],[-0.46532928  0.38096702 -0.54150145],[ 1.85940556 -1.23370094 -0.75098619],[0.48948487 0.85413863 0.3850522 ],[0.49279227 0.42550655 0.59502413],[-0.77785782  1.45307214 -0.75155745],[ 0.98697738  1.20686501 -1.06574968]
[-0.29508577 -1.67303553  1.02978799],[-1.7375015  -0.93679731 -0.95151124],[ 1.36837646 -0.46783647  0.02409111],[-0.83643506 -0.04887855 -0.58108603],[ 0.96091126 -0.31263792 -0.76071714],[0.56779307 2.16047798 0.82859905],[1.12462687 1.02498816 1.02355545],[-0.80460668  0.04356181 -0.39273721],[-0.31992868  0.21618169 -0.20303372]
[-0.70569292 -0.84343703  1.33837865],[ 0.20504596 -1.82303881  1.95053684],[-0.47167295  0.18511334 -1.12458271],[-0.67842144  1.43616029 -0.02312971],[ 0.9117805  -0.37931463 -2.43287191],[ 0.75316112 -0.19799008  0.92390763],[-0.06978827 -0.09337662 -0.52532795],[-0.45599185  1.72792217 -0.77287677],[ 0.50565235 -0.03978127  0.68134703]
[ 0.24621518 -0.02752933 -0.71849295],[-0.80227083 -1.60166161  1.43948805],[ 0.25391816  0.19344401 -1.65587323],[0.15407246 0.13071761 0.16241417],[-0.18690692  0.01576542  0.43222332],[-0.15555598  0.10696764 -0.03402033],[0.64461848 0.07738998 0.73220096],[ 0.07883911  1.2341419  -0.39194544],[-2.68033055e-01 -1.14107911e-01 -4.40470928e-05]
[-0.88630537 -1.0410838   2.34481148],[ 0.71810054 -1.58675987 -0.31206297],[ 0.65764944 -0.831471    0.57792679],[-0.98103376  1.08174141 -1.3942821 ],[ 0.91895754 -0.74590586 -0.79762125],[0.64730026 0.92446245 0.53227933],[0.22281492 0.59299092 0.69973658],[-1.22963481  1.08047717 -1.19062553],[-0.02695003  0.52137701 -0.46739784]
[ 0.70201142  1.26181304 -0.51975525],[0.42862951 0.96637674 0.76516939],[ 0.66211032 -0.17379392 -0.53477195],[ 0.39754657 -0.23642564  0.04935389],[-0.1703511  -0.08092935 -0.34150378],[ 0.04389213 -0.2103324   0.15821736],[-0.59066864 -0.56940988 -0.10845568],[-0.14356393 -0.08054433 -0.29809604],[-1.31562513 -0.86543669  0.82888363]
[-2.32761598 -1.0538979   1.61537708],[-1.40033684  0.28513595 -1.2108817 ],[ 1.74574555  0.00860591 -0.4212884 ],[-0.65815954  0.17149184 -1.09154634],[ 2.70385909 -0.77267802 -0.89931316],[-0.10682949  0.40509118  0.68622278],[0.53979136 1.13756632 0.61642016],[0.18495564 0.14441878 0.15419889],[-0.68690436 -0.30615126  0.53472406]
[-0.54179622 -0.58022315  1.74264353],[-0.09372119 -0.01265791 -0.49490665],[ 0.25208225 -2.18706346  0.87614583],[-0.11886206  0.47963521 -0.4194022 ],[ 0.45988825 -0.21700094 -0.65707757],[ 0.10922253  0.16107181 -0.28472852],[ 0.72826534 -0.40546324  1.10821037],[-1.11496069  1.3891361  -0.98868604],[ 0.30055661  1.43420148 -0.82034707]
[-1.74208422 -0.92866683 -0.69360543],[ 1.59600498 -1.50127444  0.4642593 ],[-0.14383963 -0.87644252 -0.60333575],[-0.35309647  0.68283604 -0.637129  ],[ 0.79282353 -0.87904419 -0.59176083],[1.06128859 1.53735619 1.86882515],[-0.19189454  0.77878229  0.90338158],[-1.02417062  0.86311512 -0.7799228 ],[0.01387983 0.3258725  0.12575495]
[-0.47706114 -1.01964433 -1.63595356],[-0.29743785  0.04403298 -0.1892403 ],[-0.31427891 -1.82760182 -0.84133974],[-0.72233284  0.6440411  -0.01252371],[ 0.2519781  -0.32127135 -0.56790144],[1.51643744 0.89858285 1.97903435],[0.13875477 0.11368029 0.27284183],[0.02814125 0.66197733 0.02973602],[-0.16314802  0.81194404  0.95032419]
[-1.65863311  0.04903393  0.80491512],[-4.97313374e-04  1.25757431e+00 -7.13401617e-01],[ 0.33821292  0.01863094 -0.87360622],[-0.05813649  0.29058071  0.24227525],[ 0.70679791 -1.19972878 -1.36879855],[0.74630022 0.5823054  0.53029169],[0.48995549 0.33782843 0.54994006],[ 0.3815004  -1.03295154  0.13958594],[-0.9409921  -0.33700029  0.72012611]
[-1.33037135  0.15898446  0.59879603],[-0.69654865 -0.00479668 -0.05853662],[-1.17407061 -2.47980869  0.54503362],[-0.86165613  0.96482887 -0.98249198],[ 1.57121449 -1.46273396 -1.45370565],[0.99852739 0.46677763 1.45343733],[0.56652038 0.58217598 0.6145809 ],[ 0.06061345  0.18912891 -0.02165487],[ 0.85071659  1.64038816 -0.71441057]
[-1.63480731  0.24445954  1.40279708],[-0.83591989 -1.51991013  0.00616313],[ 0.01923034 -1.88076288  0.83940377],[-0.58411195  0.46585365 -0.66206691],[ 2.06609554 -1.34990739 -0.80709189],[0.57567879 1.01420281 0.51257841],[0.33990641 0.29587053 0.51213107],[-0.80723419  1.49669481 -0.77681295],[ 0.89294103  1.25702018 -1.00232283]
[-0.13029117 -1.58287591  1.05738031],[-1.98930479 -0.69684524 -1.20187456],[ 1.28002562 -0.28965654 -0.35556974],[-0.82303422 -0.04708378 -0.54555555],[ 0.87058053 -0.286315   -0.7186329 ],[0.51832426 2.00532304 0.74396878],[0.98715671 0.88979913 0.95325092],[-0.45440494  0.02158179 -0.15719858],[-0.24323498  0.00157263  0.23265993]
[-0.56820387 -0.71086886  1.33900427],[ 0.55891399 -1.73002626  2.19288442],[-0.11597858  0.05596416 -1.03718716],[-0.56413759  1.16989616 -0.05916538],[ 0.80778412 -0.29643233 -2.30616229],[ 0.57518768 -0.18415552  0.80243698],[-0.32135076 -0.08874636 -0.74471606],[-0.4337961   1.6640932  -0.73024325],[0.05533081 0.08886016 0.54281751]
[ 0.68444633  1.43962469 -0.86571558],[0.11400057 1.46158546 0.42030395],[ 0.69781764 -0.09980105 -0.57528232],[ 0.59812411 -0.23352131  0.55777578],[-0.33044804 -0.01767219 -0.40696501],[ 0.0946011  -0.45270847  0.07026324],[-0.49035024 -1.06180886 -0.29553477],[ 0.0416345  -0.08007239  0.17552203],[-1.40307345 -0.96400796  0.9120149 ]
[-1.80681226 -1.36477617  1.27088139],[-1.40213577  0.74987857 -1.30665762],[ 1.81946647  0.31149183 -0.74127481],[-0.54593405  0.13960023 -0.9439304 ],[ 2.0589679  -0.55610538 -0.70698085],[-0.11681802  0.39668144  0.72707212],[0.43361606 0.93622162 0.43254292],[0.26023404 0.10279934 0.37036148],[-0.72697908 -0.71592498  0.86654344]
[-1.85727043 -1.20198893 -0.82579419],[ 1.42392464 -1.20721844  0.63787274],[ 0.29286901 -0.45721005 -0.77275498],[-0.46965375  0.78993318 -0.80560275],[ 0.89355956 -0.94232057 -0.68399233],[1.26349992 1.77856481 2.2260571 ],[-0.26309783  0.60535148  0.69875295],[-0.91097444  0.7243013  -0.68097991],[-0.33244145 -0.10668679  0.23906324]
[-0.31687784 -0.72137754 -1.42436347],[-0.15827804  0.74510032  0.07034629],[-0.02722005 -1.54618824 -0.94022371],[-0.4364423   0.41886281  0.02316854],[ 0.16506637 -0.26864918 -0.40868549],[1.17679777 0.70543582 1.57162858],[-0.18546739 -0.04991292 -0.02799302],[0.2474507  0.33643357 0.12191092],[-0.49424372  0.39747059  1.01515686]
[-0.2313713  -1.25001341  2.19159775],[-0.02391745 -0.05047605 -0.37148534],[ 0.35161321 -2.0346888   0.71633942],[-0.50851587  1.23975286 -0.7507913 ],[ 0.58102067 -0.30726548 -0.80151285],[ 0.10430969  0.14690638 -0.26862331],[ 0.63934997 -0.42353475  1.01714118],[-1.12585927  1.48111457 -1.01920277],[ 0.19704262  1.26754719 -0.66846634]
[-0.72940286 -0.8396663   2.20588449],[ 0.63807984 -1.30690963 -0.18199103],[ 0.88723894 -0.59973813  0.17612135],[-0.84845436  0.91707166 -1.24099348],[ 0.74437768 -0.65454656 -0.7173219 ],[0.58767443 0.83032271 0.44145261],[0.1205013  0.40683743 0.54289146],[-1.16459651  1.02479889 -1.11367811],[-0.18004678  0.2112997  -0.11079595]
[-0.23332779  0.17279685 -0.36800768],[-1.04968087 -1.50205174  1.14913564],[-0.46330014  0.09422463 -1.64272778],[0.15287238 0.25651528 0.18527682],[-0.02648304 -0.24286403 -0.1666095 ],[0.17953098 0.0249408  0.23356692],[ 0.9243463  -0.04937238  1.02489006],[ 0.07191052  1.25895428 -0.41242841],[ 0.41683025 -0.00661237 -0.02523211]
[-1.01971175 -0.52912206  0.4195456 ],[ 0.40150876  1.75669019 -0.60726361],[ 0.6266211   0.06973859 -1.03354479],[-0.12332511  0.39159505  0.20895489],[ 0.39537189 -0.70264191 -0.73264198],[0.45342363 0.48642679 0.29636573],[0.0739015  0.21070352 0.34326298],[ 0.48721523 -1.21601737  0.24261233],[-1.2959682  -0.50190114  0.877333  ]
[-1.40469302  0.07951876  0.70285641],[-0.49974778  0.42373186 -0.31549163],[-1.10549382 -2.56723842  0.39989554],[-0.87778303  0.99063054 -1.02849944],[ 1.59414387 -1.46665248 -1.48165311],[1.03103667 0.47161    1.47266431],[0.41819585 0.51613824 0.539481  ],[ 0.1304332  -0.01439281  0.16971819],[ 0.68219948  1.61528727 -0.49416381]
[-1.60855127  0.03421532  1.46666819],[-0.59518576 -1.20481629 -0.04195799],[ 0.08236994 -1.92720501  0.75572634],[-0.67255723  0.51381246 -0.73290668],[ 2.06782124 -1.33778527 -0.78110631],[0.63255433 1.11304133 0.58801201],[0.16655184 0.13361175 0.4015326 ],[-0.8078265   1.49541945 -0.76501023],[ 0.74046266  1.23590376 -0.87278164]
[ 0.08794252 -1.33867998  1.07481619],[-2.2438005  -0.3870586  -1.43458481],[ 1.1673805  -0.09015972 -0.76128298],[-0.75100122 -0.06022454 -0.44940429],[ 0.70966891 -0.23183432 -0.63633371],[0.42081936 1.67787294 0.57133859],[0.80492345 0.68798361 0.83718508],[-0.04759564 -0.01846229  0.10729324],[-0.1557005  -0.23289987  0.68899562]
[ 0.68295041  1.57064329 -1.13336952],[-0.22945088  1.90855772  0.02578216],[ 0.64092856 -0.15188413 -0.51472844],[ 0.75586824 -0.22092092  0.98606296],[-0.47275776  0.04773492 -0.45552252],[ 0.13552137 -0.66200724 -0.01318844],[-0.38595236 -1.51497597 -0.47878087],[ 0.25363741 -0.07066524  0.70450843],[-1.38667572 -0.92319016  0.88602525]
[-0.32291742 -0.54915597  1.19234754],[ 0.85473496 -1.57593052  2.36303354],[ 0.28469194 -0.09509168 -0.89687656],[-0.42598469  0.81220398 -0.12318869],[ 0.63311359 -0.16751214 -1.96627789],[ 0.34780745 -0.14375814  0.64941838],[-0.53381754 -0.08275778 -0.92227416],[-0.38728896  1.52445018 -0.6671833 ],[-0.45490474  0.24407226  0.36296727]
[-1.20940366 -1.65192165  0.84980994],[-1.37893099  1.23220563 -1.31446979],[ 1.88492193  0.57321742 -1.00428419],[-0.39875966  0.09777301 -0.71672692],[ 1.29297751 -0.29561433 -0.48573144],[-0.12129153  0.33722515  0.73978879],[0.3288147  0.66771023 0.20531931],[0.32006847 0.07096565 0.56861249],[-0.76187653 -1.05347796  1.13997467]
[-0.08311654 -0.36068653 -1.1345065 ],[-0.03230171  1.45401423  0.36384469],[ 0.28262006 -1.1943208  -1.01868411],[-0.14310902  0.17930136  0.06465038],[ 0.06713774 -0.20849984 -0.23341564],[0.74527982 0.46274783 1.06750197],[-0.52621098 -0.20458041 -0.3578807 ],[ 0.49359573 -0.01720006  0.20576235],[-0.82449736 -0.07265115  1.05515235]
[-1.7954559  -1.3068639  -0.84987949],[ 1.21941342 -0.83648397  0.81074893],[ 0.73955204 -0.02013248 -0.94264547],[-0.55347028  0.84148893 -0.917959  ],[ 0.90824555 -0.94716307 -0.72132418],[1.33232483 1.8379776  2.3493215 ],[-0.34828055  0.41234596  0.45434768],[-0.75835989  0.54514523 -0.54050804],[-0.68380623 -0.54433199  0.36245241]
[-0.54777453 -0.5486523   1.97861905],[ 0.53077425 -0.95011332 -0.05222714],[ 1.12432227 -0.31727233 -0.26485659],[-0.63964287  0.65306438 -1.0170552 ],[ 0.49603237 -0.52070992 -0.59180452],[0.49738785 0.6989574  0.30128776],[0.00095864 0.18265618 0.34771806],[-1.05451151  0.9276276  -0.98409801],[-0.34935645 -0.14031388  0.28533559]
[-0.74121457  0.41365628  0.05424993],[-1.21532672 -1.35765208  0.90244681],[-1.07648418  0.01538915 -1.62946036],[0.14858688 0.36617874 0.20752229],[ 0.15815631 -0.52811289 -0.83877697],[ 0.52253439 -0.06253188  0.50446908],[ 1.13145646 -0.15715242  1.25574099],[ 0.06605422  1.22595238 -0.42723971],[ 0.9979033   0.08117381 -0.02433459]
[ 0.10351149 -1.94924618  2.55498862],[ 0.03991774 -0.03660282 -0.23390672],[ 0.48311405 -1.78929975  0.47577111],[-0.85874593  1.98267105 -1.04400042],[ 0.64925547 -0.36441457 -0.8847537 ],[ 0.10452766  0.12965603 -0.23981897],[ 0.51339583 -0.44094784  0.87084061],[-1.10850965  1.52113518 -1.01246154],[ 0.05190247  0.99997621 -0.44732556]
[-0.38478532 -1.07135701  0.07215629],[ 0.88423402  2.16521981 -0.41795608],[ 0.78263159  0.06233963 -1.1454586 ],[-0.17795065  0.47222107  0.18026255],[ 0.10753279 -0.2171371  -0.13584439],[0.13442623 0.39197852 0.05942985],[-0.38871917  0.07219963  0.09478906],[ 0.53776664 -1.31105267  0.31626658],[-1.51296064 -0.59441422  0.98004837]
[-1.28672045  0.05428962  0.7051165 ],[-0.28334066  0.86008599 -0.53398464],[-0.96877977 -2.56200913  0.21080083],[-0.8370353   0.91468847 -1.00966752],[ 1.44377911 -1.35124932 -1.35804213],[0.99138703 0.40922885 1.37466414],[0.24045394 0.43176256 0.42955257],[ 0.20568921 -0.22338345  0.36532289],[ 0.4503137   1.50427019 -0.21814388]
